zip_code,lat,lng,zhvi_value
10168,40.75145,-73.9771,464567.0995565022
10169,40.75467,-73.97643,464567.0995565022
10170,40.75263,-73.97588,464567.0995565022
10171,40.7559,-73.97386,464567.0995565022
10172,40.75527,-73.97431,464567.0995565022
10173,40.75379,-73.97961,464567.0995565022
10174,40.75144,-73.975,464567.0995565022
10177,40.75498,-73.97589,464567.0995565022
10199,40.75138,-73.99715,464567.0995565022
10271,40.70844,-74.01033,464567.0995565022
10278,40.71513,-74.00373,464567.0995565022
10279,40.71263,-74.00867,464567.0995565022
10280,40.70985,-74.01651,801075.2706
10282,40.71655,-74.01495,2137716.007
10301,40.62803,-74.09564,701023.8587
10302,40.63055,-74.13776,617652.7702
10303,40.63223,-74.16903,543551.6513
10304,40.60671,-74.0931,684412.8446
10305,40.59592,-74.07539,706186.1307
10306,40.57149,-74.1243,733271.3481
10307,40.50817,-74.24254,817370.9826
10308,40.55213,-74.15029,712517.3562
10309,40.53001,-74.21912,780236.4757
10310,40.63243,-74.11653,681307.9922
10311,40.60523,-74.17956,464567.0995565022
10312,40.54489,-74.18084,738665.4372
10314,40.60086,-74.16306,693147.1641
10451,40.82097,-73.92383,337325.7156
10452,40.8378,-73.92333,327309.2451
10453,40.85248,-73.9133,596201.1029
10454,40.8056,-73.91664,823741.3624
10455,40.8148,-73.90862,491259.7628
10456,40.83064,-73.90812,449757.5331
10457,40.84571,-73.89794,506294.8821
10458,40.86249,-73.88643,421473.7028
10459,40.82572,-73.89295,522556.1766
10460,40.84273,-73.87891,533623.2317
10461,40.84671,-73.84079,702658.9555
10462,40.84297,-73.85873,226101.5471
10463,40.88841,-73.89905,360586.1809
10464,40.86821,-73.80044,674015.7146
10465,40.8286,-73.82179,672652.6687
10466,40.89104,-73.8461,648340.7622
10467,40.87522,-73.872,430957.5481
10468,40.8681,-73.89985,264543.0192
10469,40.86851,-73.84666,671811.1384
10470,40.89598,-73.86805,644196.8133
10471,40.90002,-73.9067,427613.1732
10472,40.82968,-73.86942,690273.8217
10473,40.81817,-73.85889,554241.2047
10474,40.81061,-73.8846,464567.0995565022
10475,40.87528,-73.82702,464567.0995565022
10501,41.2954,-73.76006,760544.4436
10502,41.01126,-73.8409,987786.8936
10503,41.02654,-73.8753,464567.0995565022
10504,41.13065,-73.70629,1631078.962
10505,41.34207,-73.74791,997551.3776
10506,41.1889,-73.63411,1575290.761
10507,41.22879,-73.6878,789957.3472
10509,41.41205,-73.5937,513854.2108
10510,41.14152,-73.83411,1081344.719
10511,41.26302,-73.94391,558566.7164
10512,41.4483,-73.71054,485006.6723
10514,41.17331,-73.77071,1382948.132
10516,41.45342,-73.90233,701949.8608
10517,41.29837,-73.86013,464567.0995565022
10518,41.26787,-73.60073,464567.0995565022
10519,41.34701,-73.66196,464567.0995565022
10520,41.22183,-73.87348,779978.4793
10522,41.01221,-73.8646,938126.5241
10523,41.06005,-73.81859,677939.5269
10524,41.37076,-73.92201,731259.7149
10526,41.29388,-73.66171,736427.9539
10527,41.3195,-73.76502,871978.555
10528,40.97819,-73.72306,1334770.257
10530,41.02304,-73.80764,704168.8791
10532,41.09873,-73.80066,783632.625
10533,41.03826,-73.8556,1196318.676
10535,41.33536,-73.79965,464567.0995565022
10536,41.26971,-73.68943,1067830.048
10537,41.33784,-73.88528,413567.6792
10538,40.9376,-73.75707,1603848.571
10540,41.32575,-73.72745,464567.0995565022
10541,41.37855,-73.75122,601408.965
10542,41.37115,-73.76436,464567.0995565022
10543,40.95274,-73.73645,1009037.514
10545,41.17861,-73.83547,464567.0995565022
10546,41.19472,-73.8002,915401.2522
10547,41.31178,-73.84637,565918.2893
10548,41.24599,-73.93643,582157.1185
10549,41.19981,-73.72028,899365.6313
10550,40.90627,-73.8351,550699.3366
10552,40.92376,-73.82497,521981.6228
10553,40.90858,-73.82161,572753.7483
10560,41.33303,-73.60264,809065.4445
10562,41.19295,-73.8305,640873.5972
10566,41.28924,-73.91837,512595.5695
10567,41.28922,-73.89633,641020.3319
10570,41.12854,-73.78917,979355.8837
10573,41.01676,-73.67735,846432.9546
10576,41.21323,-73.57289,1358290.319
10577,41.03755,-73.71349,2134662.529
10578,41.31815,-73.673,642853.8536
10579,41.39651,-73.83384,598184.9337
10580,40.97854,-73.69258,2160966.64
10583,40.98916,-73.79443,1461804.544
10588,41.33222,-73.82624,594443.5572
10589,41.33178,-73.6933,661185.3187
10590,41.25421,-73.53719,905405.5481
10591,41.08436,-73.84653,860629.6088
10594,41.11579,-73.771,881808.3668
10595,41.08626,-73.78097,847823.4192
10596,41.25552,-73.95854,480945.7419
10597,41.29423,-73.59703,1537836.941
10598,41.28309,-73.79516,688574.0791
10601,41.03288,-73.7648,456545.3361
10603,41.05364,-73.78014,655124.0163
10604,41.06013,-73.73955,919394.2466
10605,41.0095,-73.74518,970938.6046
10606,41.02065,-73.77588,768806.8107
10607,41.03949,-73.81214,797130.2422
10701,40.94702,-73.88034,599091.1944
10703,40.95765,-73.88114,600740.5347
10704,40.91911,-73.86187,643261.7805
10705,40.91929,-73.88928,683848.0188
10706,40.99047,-73.86951,1038392.484
10707,40.95961,-73.82291,880202.7117
10708,40.9379,-73.83167,935353.4667
10709,40.95337,-73.80885,960039.8441
10710,40.96732,-73.84739,735754.8723
10801,40.91751,-73.78396,755266.3792
10803,40.89978,-73.80619,1298393.189
10804,40.94914,-73.78629,1181199.912
10805,40.89593,-73.78028,556224.0846
10901,41.14554,-74.12504,762679.9842
10910,41.2773,-74.13625,464567.0995565022
10911,41.30798,-73.99243,464567.0995565022
10913,41.06845,-73.95574,784940.4252
10914,41.41671,-74.20087,617491.6162
10915,41.54022,-74.35714,464567.0995565022
10916,41.44881,-74.24311,589519.5782
10917,41.31851,-74.11094,559728.4
10918,41.34816,-74.25828,516982.8338
10919,41.52836,-74.38327,471859.4755
10920,41.15477,-73.9393,652961.6976
10921,41.3292,-74.3651,458720.3873
10922,41.32794,-73.99604,448786.2812
10923,41.20265,-74.00031,599873.1289
10924,41.3788,-74.3512,549047.7093
10925,41.20076,-74.29535,403258.9951
10926,41.25856,-74.1307,364256.367
10927,41.19263,-73.96735,450677.8669
10928,41.3457,-74.00265,414110.7196
10930,41.3667,-74.11035,533275.6995
10931,41.12769,-74.17012,477822.4804
10932,41.482,-74.46352,464567.0995565022
10933,41.36527,-74.51106,464567.0995565022
10940,41.45149,-74.46997,388632.3792
10941,41.48923,-74.34556,439961.3847
10950,41.31919,-74.19825,535939.0603
10952,41.11385,-74.07975,1084171.052
10953,41.40581,-74.07783,464567.0995565022
10954,41.09969,-74.01269,619663.4793
10956,41.15562,-73.99314,782197.639
10958,41.3764,-74.42881,475062.1154
10960,41.08892,-73.92642,742238.8477
10962,41.04857,-73.96057,726897.2077
10963,41.4669,-74.54121,421139.2423
10964,41.01642,-73.91431,922617.8719
10965,41.06176,-74.01286,702352.6272
10968,41.03976,-73.91804,787640.978
10969,41.292,-74.48879,465521.4165
10970,41.1852,-74.06568,708880.298
10973,41.38442,-74.47566,513339.9775
10974,41.15826,-74.18993,539856.0274
10975,41.25951,-74.17042,464567.0995565022
10976,41.02871,-73.92594,718432.0805
10977,41.11749,-74.04825,839455.9228
10979,41.18237,-74.31877,464567.0995565022
10980,41.23157,-74.05709,637590.0665
10983,41.02747,-73.94826,723972.76
10984,41.20928,-74.02008,728208.7718
10985,41.57697,-74.35782,464567.0995565022
10986,41.27917,-73.99445,685446.7018
10987,41.20737,-74.22284,1277089.405
10988,41.30133,-74.56218,328968.7844
10989,41.12479,-73.93632,635073.3504
10990,41.2651,-74.3663,556006.3773
10992,41.42648,-74.16567,513560.7211
10993,41.21011,-73.97565,430459.7672
10994,41.09702,-73.97322,777586.0608
10996,41.38996,-73.97257,464567.0995565022
10998,41.33118,-74.53989,531623.0662
11001,40.72356,-73.70451,838927.9659
11003,40.70143,-73.7078,711560.9712
11004,40.74621,-73.71147,602891.2573
11005,40.75661,-73.71424,464567.0995565022
11010,40.70066,-73.67514,801754.2954
11020,40.77098,-73.71293,1665232.474
11021,40.78644,-73.7289,1065609.733
11023,40.7994,-73.73282,1436867.98
11024,40.81642,-73.74205,1779466.237
11030,40.79293,-73.68868,2116279.993
11040,40.74572,-73.67979,944071.3593
11042,40.75854,-73.6975,464567.0995565022
11050,40.83815,-73.69113,1276875.96
11096,40.62143,-73.75292,776936.2354
11101,40.74679,-73.93916,1124585.707
11102,40.77161,-73.92619,701758.3516
11103,40.76261,-73.91334,1042936.196
11104,40.74484,-73.92049,524900.9836
11105,40.779,-73.90652,1123551.207
11106,40.76191,-73.93169,649910.4631
11109,40.7463,-73.95699,464567.0995565022
11201,40.69477,-73.99031,1362036.838
11203,40.64958,-73.93431,726074.1599
11204,40.61883,-73.98496,1208072.874
11205,40.69654,-73.96807,1038778.133
11206,40.7019,-73.94254,1046914.461
11207,40.67016,-73.89383,636064.6036
11208,40.67481,-73.87243,732636.714
11209,40.62175,-74.03013,804307.5072
11210,40.62801,-73.94631,899173.2871
11211,40.71428,-73.94602,1356732.614
11212,40.6629,-73.91308,666671.618
11213,40.67117,-73.93632,1089664.158
11214,40.59928,-73.99644,754616.1617
11215,40.66255,-73.98687,1482715.434
11216,40.68085,-73.94929,1210416.225
11217,40.68242,-73.97943,1525368.149
11218,40.64315,-73.97645,946336.4989
11219,40.63267,-73.99672,1164554.258
11220,40.64142,-74.01741,944273.7743
11221,40.6914,-73.92764,1103244.719
11222,40.72862,-73.94764,1475916.128
11223,40.59711,-73.97344,1072704.377
11224,40.57652,-73.9891,552214.8561
11225,40.6631,-73.95392,1124190.912
11226,40.64636,-73.95666,812252.3108
11228,40.61678,-74.01337,1170416.478
11229,40.60047,-73.94453,763698.6232
11230,40.6221,-73.96525,907748.3612
11231,40.67603,-74.00644,1767084.214
11232,40.65692,-74.00727,820210.6251
11233,40.67827,-73.91994,1048889.264
11234,40.6072,-73.91107,767025.1701
11235,40.58411,-73.94331,599548.3821
11236,40.63951,-73.90098,679803.1453
11237,40.70427,-73.92108,1087754.921
11238,40.67105,-73.96636,1213310.001
11239,40.64733,-73.87136,662759.3678
11249,40.71121,-73.96318,1408011.437
11354,40.7686,-73.82743,646100.9338
11355,40.75143,-73.82125,591433.932
11356,40.78492,-73.84149,820135.2971
11357,40.78636,-73.81094,995623.6345
11358,40.76038,-73.79648,1061819.979
11359,40.79147,-73.77662,464567.0995565022
11360,40.7805,-73.78159,620391.525
11361,40.76393,-73.77294,997424.6694
11362,40.75899,-73.73583,669306.1286
11363,40.77251,-73.74708,1097251.38
11364,40.74625,-73.75598,619532.0477
11365,40.73983,-73.79499,996411.3288
11366,40.73112,-73.7804,1091803.418
11367,40.73044,-73.82274,508306.1008
11368,40.74962,-73.85264,540856.6547
11369,40.76345,-73.87222,836509.018
11370,40.77554,-73.88766,808106.1879
11371,40.77445,-73.87316,464567.0995565022
11372,40.75172,-73.88367,437579.2417
11373,40.73892,-73.87854,507316.5979
11374,40.72647,-73.86144,424914.9902
11375,40.72315,-73.84373,501814.5785
11377,40.74483,-73.90516,553335.7422
11378,40.72493,-73.91034,868431.1235
11379,40.71709,-73.88056,895101.0507
11385,40.70103,-73.89011,865214.4429
11411,40.69406,-73.73623,701151.8218
11412,40.69804,-73.759,712955.085
11413,40.67002,-73.75116,717692.399
11414,40.65818,-73.8448,609876.5045
11415,40.70808,-73.82801,365503.7696
11416,40.68458,-73.84967,740519.4705
11417,40.67641,-73.84455,740801.2091
11418,40.70032,-73.83603,745710.8459
11419,40.68863,-73.82302,757100.962
11420,40.67352,-73.8177,744896.9205
11421,40.69403,-73.85865,723194.5312
11422,40.66053,-73.73658,718634.5799
11423,40.71564,-73.76826,814095.55
11424,40.71397,-73.82809,464567.0995565022
11426,40.73641,-73.7223,780231.7705
11427,40.73094,-73.74569,764675.501
11428,40.72099,-73.74222,755460.6358
11429,40.70958,-73.73843,730916.1173
11430,40.64703,-73.78717,464567.0995565022
11432,40.71491,-73.79295,876812.6291
11433,40.69805,-73.78675,703653.0147
11434,40.67683,-73.77623,696394.9427
11435,40.70111,-73.80968,572826.6965
11436,40.67587,-73.79664,667872.9834
11439,40.72195,-73.79455,464567.0995565022
11451,40.7012,-73.79579,464567.0995565022
11501,40.74629,-73.63921,809715.2117
11507,40.77082,-73.6521,1046399.458
11509,40.58872,-73.7286,1409669.162
11510,40.65027,-73.60809,704671.802
11514,40.74979,-73.61298,830519.7434
11516,40.6258,-73.7263,1167606.309
11518,40.63772,-73.66691,719444.1131
11520,40.65007,-73.58305,642819.4742
11530,40.72716,-73.63654,1229448.203
11542,40.87073,-73.62879,781078.7253
11545,40.82685,-73.58853,1509478.505
11547,40.82881,-73.64505,926712.2868
11548,40.81414,-73.6097,1116581.082
11549,40.71896,-73.59973,464567.0995565022
11550,40.70158,-73.62039,621811.1701
11552,40.6916,-73.65073,769158.1986
11553,40.70529,-73.5923,646250.1242
11554,40.71974,-73.56044,779291.7875
11556,40.71997,-73.58327,464567.0995565022
11557,40.63723,-73.6921,979384.16
11558,40.60539,-73.64952,735969.2928
11559,40.60615,-73.71688,1931347.056
11560,40.88068,-73.59057,1223735.746
11561,40.58969,-73.64455,814446.3068
11563,40.65746,-73.67408,741607.4626
11565,40.67505,-73.67177,779681.1186
11566,40.66307,-73.55407,860679.3601
11568,40.78659,-73.59719,2822612.193
11569,40.5903,-73.58046,1257882.68
11570,40.66504,-73.63882,949512.8334
11572,40.63231,-73.63686,764939.3591
11575,40.68044,-73.58525,615330.9875
11576,40.79791,-73.64711,1627518.321
11577,40.78288,-73.6391,1323737.204
11579,40.84406,-73.64426,1038806.622
11580,40.67491,-73.70374,728884.6397
11581,40.65153,-73.71653,788133.2834
11590,40.75541,-73.57463,783702.376
11596,40.75968,-73.6422,927371.3835
11598,40.63109,-73.71188,1277164.775
11691,40.60152,-73.76173,661410.8722
11692,40.59373,-73.79201,609936.9294
11693,40.59649,-73.81663,464567.0995565022
11694,40.57532,-73.85099,837047.5998
11697,40.55749,-73.91361,464567.0995565022
11701,40.6817,-73.41289,611047.0022
11702,40.65155,-73.33824,723737.1808
11703,40.73325,-73.32533,644212.3444
11704,40.71623,-73.35908,638946.7754
11705,40.74514,-73.05461,765107.0564
11706,40.706,-73.24208,629667.2402
11709,40.90665,-73.56005,827430.8642
11710,40.67217,-73.53293,794688.5606
11713,40.77774,-72.94253,600287.4414
11714,40.74267,-73.48615,758342.3688
11715,40.75005,-73.03531,701543.8886
11716,40.77131,-73.12729,702426.7769
11717,40.78405,-73.25223,612466.1441
11718,40.71891,-73.26391,822613.075
11719,40.77935,-72.91175,698431.3797
11720,40.87025,-73.08202,629502.5671
11721,40.89362,-73.37009,926090.9704
11722,40.78358,-73.19657,563555.364
11724,40.86522,-73.45288,1723187.742
11725,40.84056,-73.28085,787854.853
11726,40.67891,-73.39564,594540.8974
11727,40.88019,-73.00368,550482.7499
11729,40.76249,-73.32161,664671.6328
11730,40.72701,-73.18456,694821.6548
11731,40.86262,-73.31703,781492.4847
11732,40.84245,-73.53916,966713.9803
11733,40.93742,-73.10544,829118.9919
11735,40.73177,-73.43284,698319.1262
11738,40.83779,-73.03761,636215.0623
11739,40.71058,-73.16275,1044452.24
11740,40.86536,-73.36118,852679.0269
11741,40.79473,-73.07043,653933.528
11742,40.81034,-73.0419,634518.869
11743,40.88018,-73.4266,935757.0926
11746,40.81421,-73.3608,799301.2391
11747,40.78372,-73.40931,912100.7639
11749,40.80674,-73.1708,630567.7371
11751,40.72999,-73.21424,647620.1102
11752,40.75791,-73.17359,643816.406
11753,40.78976,-73.5411,1238467.96
11754,40.88771,-73.24738,723963.6455
11755,40.8583,-73.11748,706509.1596
11756,40.72545,-73.51656,706941.5728
11757,40.68892,-73.37356,627939.3008
11758,40.65361,-73.45626,790992.5606
11762,40.68283,-73.44707,774311.5914
11763,40.82529,-72.98245,591766.6785
11764,40.93585,-72.97544,717516.7877
11765,40.88249,-73.55862,2567785.981
11766,40.93602,-73.01645,749740.4508
11767,40.84438,-73.14535,749585.0378
11768,40.91052,-73.32611,971767.1756
11769,40.73703,-73.12929,704091.3148
11770,40.64945,-73.14123,1351322.335
11771,40.8674,-73.52651,1231344.007
11772,40.76118,-72.9875,584943.3393
11776,40.91345,-73.04567,613335.4643
11777,40.95171,-73.0645,774382.3193
11778,40.94312,-72.93073,538181.6162
11779,40.8127,-73.1156,622737.5464
11780,40.89249,-73.16973,806068.2823
11782,40.73727,-73.08024,746400.2223
11783,40.67766,-73.49068,776855.9857
11784,40.86855,-73.0422,579623.0281
11786,40.94711,-72.88939,736274.4739
11787,40.85338,-73.21089,781619.5019
11788,40.81808,-73.21318,783247.4188
11789,40.95759,-72.97214,519170.9749
11790,40.90719,-73.12777,745429.2263
11791,40.82819,-73.50282,1154018.375
11792,40.94832,-72.8302,730491.8832
11793,40.6462,-73.51024,787636.0112
11794,40.91915,-73.12475,464567.0995565022
11795,40.70803,-73.29827,726091.1251
11796,40.72958,-73.09986,676658.6554
11797,40.81739,-73.47004,1441008.505
11798,40.752,-73.37497,577685.0322
11801,40.76256,-73.52383,762985.9372
11803,40.78177,-73.4733,942250.5052
11804,40.75829,-73.45706,973255.5831
11901,40.92424,-72.64697,630200.5739
11930,40.98877,-72.10482,3183325.022
11931,40.93347,-72.62195,464567.0995565022
11932,40.93322,-72.30603,4229045.635
11933,40.92449,-72.75453,620533.6874
11934,40.80201,-72.79428,679815.9684
11935,41.01795,-72.48933,1190912.685
11937,40.99714,-72.20253,2011153.162
11939,41.12627,-72.34223,1154268.94
11940,40.80819,-72.75664,759034.8231
11941,40.83311,-72.72315,805203.1092
11942,40.84901,-72.57764,1129052.066
11944,41.09888,-72.37223,948818.6897
11946,40.87033,-72.52294,920479.6248
11947,40.94302,-72.58189,464567.0995565022
11948,40.9662,-72.55797,1015296.334
11949,40.86496,-72.80097,689400.5796
11950,40.80627,-72.84734,503019.0313
11951,40.76624,-72.83655,464567.0995565022
11952,40.99716,-72.54369,997501.1129
11953,40.88585,-72.95054,499656.4514
11954,41.04458,-71.9518,1929356.857
11955,40.80777,-72.82289,611703.3028
11956,40.98067,-72.46868,464567.0995565022
11957,41.1492,-72.26181,1506983.233
11958,41.03688,-72.4613,1251112.97
11959,40.82903,-72.60977,2794667.865
11960,40.80894,-72.70615,1793058.986
11961,40.90458,-72.88488,499766.6138
11962,40.93715,-72.27379,5881989.517
11963,40.99921,-72.32271,2253307.999
11964,41.05743,-72.31492,1677188.392
11965,41.07727,-72.34244,1997430.649
11967,40.80092,-72.87611,533987.5198
11968,40.90035,-72.42081,2148025.794
11970,40.94029,-72.57403,464567.0995565022
11971,41.05949,-72.42617,1111624.236
11972,40.82362,-72.70045,745957.3247
11973,40.86583,-72.88718,464567.0995565022
11975,40.95146,-72.25093,3187338.242
11976,40.92986,-72.34721,4770403.068
11977,40.82769,-72.67947,1380909.754
11978,40.82878,-72.64669,1565700.277
11980,40.8321,-72.92198,538348.5235
12007,42.48889,-73.93159,464567.0995565022
12008,42.85367,-73.9063,343333.7536
12009,42.69824,-74.03398,408931.2395
12010,42.93752,-74.17287,232453.5063
12015,42.28315,-73.82543,429944.7214
12017,42.31453,-73.45682,671576.1008
12018,42.62926,-73.52662,366284.2382
12019,42.92993,-73.88245,481159.6701
12020,43.00208,-73.87401,419764.8052
12022,42.66653,-73.33401,250430.3991
12023,42.60656,-74.16573,307655.1465
12024,42.48134,-73.53419,396934.1591
12025,43.09142,-74.11924,276614.166
12027,42.92122,-73.90872,421249.6716
12028,42.94545,-73.44213,285140.9962
12029,42.40397,-73.42466,512674.7685
12031,42.76579,-74.46617,464567.0995565022
12032,43.24042,-74.55666,233107.96
12033,42.53665,-73.70558,360671.6151
12035,42.73453,-74.37534,210886.983
12036,42.53564,-74.68468,210167.2141
12037,42.33506,-73.55714,485115.4918
12040,42.63047,-73.35916,464567.0995565022
12041,42.55893,-73.97028,280715.5855
12042,42.38185,-73.89162,339449.4771
12043,42.70357,-74.5267,245959.1643
12045,42.47974,-73.79682,239697.2413
12046,42.48864,-73.92119,311350.4441
12047,42.78396,-73.72655,333747.5752
12051,42.34493,-73.83938,305408.7247
12052,42.75767,-73.47847,284036.0095
12053,42.75283,-74.18791,345665.8178
12054,42.60764,-73.86864,440856.317
12056,42.76761,-74.0905,387856.8016
12057,42.97316,-73.34335,257344.1462
12058,42.3498,-73.923,338407.8105
12059,42.61403,-74.05811,331103.8712
12060,42.41325,-73.49284,524506.0967
12061,42.59915,-73.65658,402090.7085
12062,42.52871,-73.501,307353.4436
12063,42.56442,-73.63826,421937.324
12064,42.60711,-74.65887,150826.743
12065,42.85402,-73.78654,471192.2655
12066,42.78011,-74.30291,270338.452
12067,42.56083,-73.91663,375461.4153
12068,42.95701,-74.40467,219271.2489
12069,42.94336,-74.28193,464567.0995565022
12070,42.98513,-74.25441,218860.6181
12071,42.56971,-74.41521,199516.5281
12072,42.88102,-74.36164,241800.0437
12074,43.05219,-74.04709,322894.8364
12075,42.30145,-73.64046,514835.7618
12076,42.40868,-74.38506,219170.8251
12077,42.59426,-73.7841,479965.9417
12078,43.12338,-74.36255,167056.4485
12082,42.76998,-73.44672,464567.0995565022
12083,42.43151,-74.03155,321125.4045
12084,42.70411,-73.90182,485395.9086
12085,42.70043,-73.96659,464567.0995565022
12086,42.99684,-74.10508,255796.0959
12087,42.42794,-73.8931,342786.012
12090,42.88073,-73.35624,219933.825
12092,42.70396,-74.38456,222406.2431
12093,42.49599,-74.6262,237956.9552
12094,42.89091,-73.48737,315446.5421
12095,43.03151,-74.41553,193129.5831
12106,42.38871,-73.71228,457252.5765
12108,43.47045,-74.42768,326668.5006
12110,42.75349,-73.77671,399638.2002
12115,42.46747,-73.59338,464567.0995565022
12116,42.53849,-74.91278,203523.2975
12117,43.16894,-74.25557,266057.6301
12118,42.92096,-73.72049,457897.7663
12120,42.45781,-74.1409,330453.6874
12121,42.84368,-73.60398,334104.2376
12122,42.54341,-74.31138,224941.4073
12123,42.52239,-73.60636,314905.7139
12124,42.44652,-73.78494,349715.7887
12125,42.47633,-73.40394,369234.8364
12130,42.44156,-73.65835,284821.0731
12131,42.46573,-74.46249,464567.0995565022
12132,42.47102,-73.63362,464567.0995565022
12134,43.26533,-74.23059,301222.5433
12136,42.43249,-73.56016,601418.4929
12137,42.85727,-74.12922,315450.9383
12138,42.73735,-73.37128,257023.6205
12139,43.52096,-74.56552,406647.9526
12140,42.689,-73.56689,362372.2359
12143,42.48525,-73.85218,283002.6029
12144,42.63106,-73.71801,307746.3989
12147,42.51365,-74.15147,355392.2313
12148,42.83361,-73.84652,538871.0619
12149,42.62011,-74.56692,232441.0256
12150,42.87613,-74.04923,275060.9345
12151,42.92553,-73.78874,418860.6653
12153,42.63606,-73.46692,333562.8488
12154,42.93713,-73.60124,340916.4949
12155,42.59229,-74.82337,176839.0502
12156,42.47764,-73.74354,402280.3909
12157,42.66742,-74.29892,275372.0697
12158,42.53927,-73.81903,355605.5627
12159,42.64328,-73.88503,562728.4951
12160,42.76325,-74.36619,268517.0055
12161,42.53369,-73.84606,464567.0995565022
12164,43.62883,-74.42717,289440.6623
12165,42.31518,-73.50756,544772.0354
12166,42.83846,-74.45644,221327.9051
12167,42.42101,-74.59011,233419.6428
12168,42.5614,-73.3751,310520.5045
12169,42.58249,-73.43559,299414.5813
12170,42.99936,-73.66234,388308.7846
12172,42.28915,-73.73895,464567.0995565022
12173,42.39042,-73.76196,373561.4848
12174,42.35314,-73.72802,464567.0995565022
12175,42.55489,-74.56161,226727.6043
12176,42.38839,-73.96787,340923.1501
12177,42.95184,-74.28459,198133.1043
12180,42.7516,-73.59997,301532.9162
12182,42.80044,-73.63519,255903.1259
12183,42.74742,-73.69259,239345.5771
12184,42.42272,-73.65387,429287.9937
12185,42.90102,-73.53507,306253.7911
12186,42.62502,-73.9737,409940.469
12187,42.62632,-74.46537,253228.6131
12188,42.8199,-73.69589,369002.7227
12189,42.73618,-73.71688,303941.3236
12190,43.47359,-74.2733,221888.8174
12192,42.40428,-73.82136,333905.7911
12193,42.51713,-74.04327,315234.8572
12194,42.53839,-74.45431,225068.2898
12195,42.47876,-73.46505,464567.0995565022
12196,42.63149,-73.61708,389454.6941
12197,42.6094,-74.72587,189397.6123
12198,42.67819,-73.63285,337779.4454
12202,42.63355,-73.763,178566.5402
12203,42.68138,-73.85099,333298.2853
12204,42.68723,-73.72869,345780.5472
12205,42.71719,-73.83006,325112.5978
12206,42.67415,-73.78196,218859.5473
12207,42.65657,-73.74749,464567.0995565022
12208,42.65293,-73.80835,319196.2702
12209,42.6382,-73.78976,261026.4334
12210,42.66399,-73.75985,267804.4777
12211,42.7083,-73.76393,470396.7731
12222,42.68637,-73.82656,464567.0995565022
12226,42.67931,-73.80987,464567.0995565022
12302,42.88188,-73.98323,319194.8387
12303,42.74938,-73.92562,307066.9496
12304,42.77375,-73.89742,248091.7505
12305,42.81219,-73.95036,284323.6298
12306,42.80686,-74.03344,283300.3813
12307,42.80507,-73.93341,165713.573
12308,42.82152,-73.92006,253137.3801
12309,42.79693,-73.86785,398558.9748
12401,41.93504,-74.05446,381080.3815
12404,41.81602,-74.23632,524702.1099
12405,42.31585,-74.0989,322990.4975
12406,42.09647,-74.56502,255954.4019
12407,42.30075,-74.35343,391854.6992
12409,42.05662,-74.16655,756200.17
12410,42.0706,-74.45212,388274.7715
12411,41.87975,-74.04094,404984.3452
12412,42.01218,-74.27698,423152.1691
