zip_code,lat,lng,housing_score,tax_score,healthcare_score,overall_score
11356,40.78492,-73.84149,86.7778036,80.45208845,30.54954955,71.1393113
11357,40.78636,-73.81094,83.76932255,49.40540541,32.04954955,62.248400015
11358,40.76038,-73.79648,82.63448675,53.94065394,31.54954955,62.6897942475
11359,40.79147,-73.77662,92.87348038,76.11691428,0.0,65.46596876000001
11360,40.7805,-73.78159,90.20210724,36.88708471,32.62954955,62.480212185000006
11361,40.76393,-73.77294,83.73844655,48.95775541,32.06954955,62.126049515000005
11362,40.75899,-73.73583,89.36354064,34.48737994,32.42954955,61.41100269249999
11363,40.77251,-73.74708,82.02706919,34.78413478,32.68954955,57.88195567750001
11364,40.74625,-73.75598,90.21684167,30.72395863,32.22954955,60.84679788
11365,40.73983,-73.79499,83.75581873,62.98116298,31.80954955,65.5755874975
11366,40.73112,-73.7804,82.12046623,56.21855622,31.98954955,63.1122595575
11367,40.73044,-73.82274,92.12364162,70.38807176,31.68954955,71.5812261375
11368,40.74962,-73.85264,91.56561181,96.53503954,27.84954955,76.8789531775
11369,40.76345,-73.87222,86.49710102,93.10019858,29.14954955,73.8109875425
11370,40.77554,-73.88766,86.98402441,84.4123193,29.56954955,71.9874794175
11371,40.77445,-73.87316,92.87348038,76.11691428,0.0,65.46596876000001
11372,40.75172,-73.88367,93.33614621,86.10451552,29.78954955,75.64158937250001
11373,40.73892,-73.87854,92.14060515,85.3231948,29.56897535,74.7933451125
11374,40.72647,-73.86144,93.55325557,64.1143011,32.12954955,70.8375904475
11375,40.72315,-73.84373,92.23492891,58.46372688,32.58954955,68.8807835625
11377,40.74483,-73.90516,91.3516768,84.82078335,30.56954955,74.523421625
11378,40.72493,-73.91034,85.949845,77.7284616,31.26954955,70.2244252875
11379,40.71709,-73.88056,85.4926296,69.71186062,31.92954955,68.1566673425
11385,40.70103,-73.89011,86.0049901,84.37287232,30.72954955,71.77810051750001
11411,40.69406,-73.73623,88.81759459,92.43594244,31.98954955,75.5151702925
11412,40.69804,-73.759,88.61524557,92.45850674,31.48954955,75.2946368575
11413,40.67002,-73.75116,88.53403152,93.66176654,31.64954955,75.5948447825
11414,40.65818,-73.8448,90.3823713,73.85410489,31.76954955,71.59709926000001
11415,40.70808,-73.82801,94.57177073,72.13577214,31.94954955,73.30721578750001
11416,40.68458,-73.84967,88.14269604,87.02702703,30.04954955,73.340492165
11417,40.67641,-73.84455,88.13786606,84.96055864,30.62954955,72.96646007749999
11418,40.70032,-73.83603,88.05369779,88.89265441,23.48096447,72.120253615
11419,40.68863,-73.82302,87.85843155,89.18918919,30.58954955,73.87390046
11420,40.67352,-73.8177,88.06765131,88.0999181,30.66954955,73.72619256750001
11421,40.69403,-73.85865,88.43970582,86.17574794,29.94954955,73.25117728250001
11422,40.66053,-73.73658,88.51787926,93.86320782,31.56954955,75.6171289725
11423,40.71564,-73.76826,86.88134589,88.6977887,31.28954955,73.4375075075
11424,40.71397,-73.82809,92.87348038,76.11691428,0.0,65.46596876000001
11426,40.73641,-73.7223,87.46188896,59.84165984,31.90954955,66.6687468275
11427,40.73094,-73.74569,87.72857758,72.70185546,31.48954955,69.9121400425
11428,40.72099,-73.74222,87.88655245,89.34713935,31.02954955,74.03744845
11429,40.70958,-73.73843,88.30733095,95.12379512,31.26954955,75.7520016425
11430,40.64703,-73.78717,92.87348038,76.11691428,29.92954955,72.94835614750001
11432,40.71491,-73.79295,85.80615681,86.78132678,22.08604541,70.1199214525
11433,40.69805,-73.78675,88.77471544,93.68199368,30.46954955,75.4252435275
11434,40.67683,-73.77623,88.89914406,93.44214344,31.36954955,75.6524952775
